weight	abs_weight
1.15929495	1.15929495
1.0294986999999998	1.0294986999999998
-1.028895	1.028895
0.9777352200000001	0.9777352200000001
0.9466521299999999	0.9466521299999999
0.8078514	0.8078514
0.7447995000000002	0.7447995000000002
0.7364981000000002	0.7364981000000002
-0.5992195999999999	0.5992195999999999
-0.5707747	0.5707747
0.5501901200000001	0.5501901200000001
0.5169092	0.5169092
0.5077102	0.5077102
-0.48992349999999996	0.48992349999999996
0.4757353999999999	0.4757353999999999
-0.47561494000000004	0.47561494000000004
-0.4678632999999999	0.4678632999999999
0.46627109999999994	0.46627109999999994
0.45089910000000005	0.45089910000000005
0.4480817	0.4480817
0.44480729999999996	0.44480729999999996
0.44187019999999994	0.44187019999999994
0.43343990000000004	0.43343990000000004
-0.4331393	0.4331393
0.42818870000000003	0.42818870000000003
-0.42412599999999995	0.42412599999999995
-0.41861513999999994	0.41861513999999994
0.40802202000000004	0.40802202000000004
0.40486310000000003	0.40486310000000003
-0.37097126499999994	0.37097126499999994
-0.36930850000000004	0.36930850000000004
-0.355441505	0.355441505
0.3353090500000001	0.3353090500000001
-0.32709050000000006	0.32709050000000006
-0.31975470000000006	0.31975470000000006
-0.31572264	0.31572264
-0.289226	0.289226
-0.2887494999999999	0.2887494999999999
0.2872074	0.2872074
-0.26730896499999995	0.26730896499999995
-0.261814	0.261814
0.2618047	0.2618047
0.24740980000000007	0.24740980000000007
0.2440838	0.2440838
0.23529453	0.23529453
-0.2334317	0.2334317
-0.2144557	0.2144557
-0.2042038	0.2042038
0.19955662999999998	0.19955662999999998
-0.18987014	0.18987014
0.18673880000000004	0.18673880000000004
-0.1812862	0.1812862
0.18079610000000002	0.18079610000000002
-0.180152	0.180152
0.17868730000000002	0.17868730000000002
-0.17282800000000004	0.17282800000000004
0.16758190000000003	0.16758190000000003
0.1347073	0.1347073
0.13189780000000004	0.13189780000000004
0.130853	0.130853
-0.12840659999999998	0.12840659999999998
-0.12802219999999997	0.12802219999999997
-0.12251670000000002	0.12251670000000002
0.11745789999999999	0.11745789999999999
0.1169221	0.1169221
-0.11364329999999999	0.11364329999999999
-0.1087843	0.1087843
-0.10778680000000002	0.10778680000000002
0.1032561	0.1032561
0.1024854	0.1024854
-0.0935627	0.0935627
-0.0902557	0.0902557
0.08437549999999999	0.08437549999999999
-0.08128160000000001	0.08128160000000001
-0.07014000000000001	0.07014000000000001
-0.066632	0.066632
0.0666221	0.0666221
0.0644391	0.0644391
-0.059314000000000006	0.059314000000000006
-0.05513	0.05513
0.054347	0.054347
-0.0535035	0.0535035
-0.052373300000000005	0.052373300000000005
0.0461131	0.0461131
0.045973	0.045973
-0.045856265	0.045856265
0.042942	0.042942
0.0354632	0.0354632
0.030571499999999998	0.030571499999999998
-0.0300487	0.0300487
0.026782	0.026782
-0.024165	0.024165
-0.024086	0.024086
-0.022515	0.022515
0.0183805	0.0183805
-0.014033000000000002	0.014033000000000002
-0.007950465	0.007950465
-0.0036988	0.0036988
0.0030471	0.0030471
